study_key,study_label,family_key,family_label,contrast_key,contrast_label,contrast_display,outcome,estimate,stderr,ci_low,ci_high,p_value,mde,n,p_adjusted,layer1_p_adjusted,layer2_p_adjusted
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_liberal,Ideologues (liberal),True,pro_fraction_chosen,0.07602681563869551,0.023658762771398233,0.029655640606754977,0.12239799067063604,0.001311397361457578,0.06628204005919068,1617,0.005245589445830312,1.0802287917499598e-06,0.010491178891660624
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_liberal,Ideologues (liberal),True,positive_interactions,0.018588349741425092,0.12025232843721312,-0.2171062139955126,0.2542829134783628,0.8771541112320993,0.33689714579336194,1679,1.0,1.0802287917499598e-06,0.010491178891660624
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_liberal,Ideologues (liberal),True,platform_duration,,,,,,,0,,1.0802287917499598e-06,0.010491178891660624
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_conservative,Ideologues (conservative),True,pro_fraction_chosen,-0.10399006131079974,0.025999678490524095,-0.15494943115222698,-0.05303069146937252,6.343161994903923e-05,0.07284031493474198,1617,0.0002537264797961569,1.0802287917499598e-06,0.0007611794393884708
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_conservative,Ideologues (conservative),True,positive_interactions,-0.042616024399675434,0.08059275138245628,-0.20057781710928974,0.11534576830993887,0.596956443555037,0.22578746096014296,1679,1.0,1.0802287917499598e-06,0.0007611794393884708
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,ideologues_conservative,Ideologues (conservative),True,platform_duration,,,,,,,0,,1.0802287917499598e-06,0.0007611794393884708
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_liberal_seed,Moderates (liberal seed),True,pro_fraction_chosen,0.10550062111960379,0.03945107037338552,0.02817652318776817,0.1828247190514394,0.007490454328375584,0.11052553559681132,1617,0.029961817313502337,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_liberal_seed,Moderates (liberal seed),True,positive_interactions,-0.34098141572148916,0.1572427057271843,-0.6491771189467703,-0.03278571249620793,0.03012037057791339,0.44052884002136683,1679,0.06024074115582678,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_liberal_seed,Moderates (liberal seed),True,platform_duration,,,,,,,0,,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_conservative_seed,Moderates (conservative seed),True,pro_fraction_chosen,-0.10503121164077378,0.038558607397031604,-0.18060608213895574,-0.029456341142591838,0.006450883947121344,0.10802522451454508,1617,0.025803535788485377,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_conservative_seed,Moderates (conservative seed),True,positive_interactions,0.2346265275997712,0.16174270339683824,-0.08238917105803173,0.5516422262575742,0.1468868619611552,0.45313596697421216,1679,0.2937737239223104,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_conservative_seed,Moderates (conservative seed),True,platform_duration,,,,,,,0,,1.0802287917499598e-06,0.029961817313502337
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,pro_fraction_chosen,-0.23369566067510272,0.04179441087557132,-0.3156127059912225,-0.15177861535898293,2.250476649479083e-08,0.11709060370874047,1617,9.001906597916332e-08,1.0802287917499598e-06,5.401143958749799e-07
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,positive_interactions,0.05750588180827304,0.15190950275584364,-0.24023674359318048,0.35524850720972656,0.7050194196943496,0.4255874174116627,1679,1.0,1.0802287917499598e-06,5.401143958749799e-07
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,platform_duration,,,,,,,0,,1.0802287917499598e-06,5.401143958749799e-07
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,pro_fraction_chosen,-0.023163827914725155,0.036037822917217896,-0.09379796083247223,0.04747030500302192,0.520377017103375,0.1009630319778504,1617,1.0,1.0802287917499598e-06,0.010640367410635676
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,positive_interactions,-0.5181020615129873,0.16575175381746615,-0.842975498995221,-0.1932286240307537,0.0017733945684392793,0.46436766337131286,1679,0.007093578273757117,1.0802287917499598e-06,0.010640367410635676
study2,Study 2 – Minimum Wage (MTurk),platform,Platform interactions,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,platform_duration,,,,,,,0,,1.0802287917499598e-06,0.010640367410635676
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,ideologues_liberal,Ideologues (liberal),True,mw_index_w2,4.4651448671828575e-07,0.00652309765911243,-0.012784824897373644,0.012785717926347081,0.9999453837680399,0.01827501397807669,1637,,4.687932900537817e-06,1.0
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,ideologues_conservative,Ideologues (conservative),True,mw_index_w2,0.014437221281051738,0.012134090203173215,-0.009345595517167762,0.03822003807927124,0.23412239314007555,0.03399468774845946,1637,,4.687932900537817e-06,0.5618937435361813
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,moderates_liberal_seed,Moderates (liberal seed),True,mw_index_w2,-0.01813799962411955,0.014562830121542743,-0.046681146662343326,0.010405147414104227,0.21294814901679837,0.04079900960240443,1637,,4.687932900537817e-06,0.5618937435361813
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,moderates_conservative_seed,Moderates (conservative seed),True,mw_index_w2,0.02708618803390661,0.01874583680799679,-0.009655652109767099,0.06382802817758032,0.14848105450945548,0.052518059302441786,1637,,4.687932900537817e-06,0.5618937435361813
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,mw_index_w2,0.08300454054698164,0.016360561763217915,0.05093783949107453,0.11507124160288876,3.9066107504481806e-07,0.04583550799585555,1637,4.687932900537817e-06,4.687932900537817e-06,4.687932900537817e-06
study2,Study 2 – Minimum Wage (MTurk),policy,Minimum wage attitudes,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,mw_index_w2,0.03778035288895548,0.017195761428353846,0.0040766604893819475,0.07148404528852902,0.028015192615066464,0.04817539103187327,1637,,4.687932900537817e-06,0.16809115569039879
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_liberal,Ideologues (liberal),True,trust_majornews_w2,0.0017224813827901864,0.015008471388149081,-0.02769412253798201,0.031139085303562384,0.9086295873483088,0.042047511587509884,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_liberal,Ideologues (liberal),True,trust_youtube_w2,-0.00286343262697758,0.017521020810879695,-0.03720463341630178,0.03147776816234662,0.8701811331964966,0.04908663291001024,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_liberal,Ideologues (liberal),True,fabricate_majornews_w2,0.0190283950563519,0.011844108035085394,-0.004186056692415473,0.04224284680511927,0.10814860907095669,0.03318227799282827,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_liberal,Ideologues (liberal),True,fabricate_youtube_w2,0.008810903420049643,0.013381765756586523,-0.017417357462859943,0.035039164302959225,0.5102643888517258,0.0374901571359031,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_conservative,Ideologues (conservative),True,trust_majornews_w2,0.021507852194975752,0.01597674562299749,-0.009806569226099328,0.05282227361605083,0.17823888804547172,0.04476021437094083,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_conservative,Ideologues (conservative),True,trust_youtube_w2,-0.012082789635253444,0.01767258893841313,-0.04672106395454318,0.022555484684036294,0.49416317328735193,0.04951126393564498,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_conservative,Ideologues (conservative),True,fabricate_majornews_w2,-0.005013925282448151,0.014929746632651404,-0.0342762286824449,0.0242483781175486,0.7369956073551469,0.04182695747620803,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,ideologues_conservative,Ideologues (conservative),True,fabricate_youtube_w2,-0.02136564036608457,0.015063660172092447,-0.05089041430338577,0.008159133571216625,0.15608670797151536,0.04220212766881125,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_liberal_seed,Moderates (liberal seed),True,trust_majornews_w2,0.012315939568597667,0.022625902519996674,-0.032030829370595815,0.05666270850779115,0.5862149520471798,0.06338839404648763,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_liberal_seed,Moderates (liberal seed),True,trust_youtube_w2,-0.00502153619973994,0.025530616163858752,-0.05506154388090309,0.04501847148142321,0.8440726096043261,0.07152619685398269,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_liberal_seed,Moderates (liberal seed),True,fabricate_majornews_w2,-0.001964377759545277,0.01913346109644019,-0.03946596150856805,0.035537205989477495,0.9182271530093771,0.053604021779126376,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_liberal_seed,Moderates (liberal seed),True,fabricate_youtube_w2,0.0184574825541296,0.021601341130483703,-0.02388114606161846,0.06079611116987766,0.39285014776810634,0.06051799800257881,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_conservative_seed,Moderates (conservative seed),True,trust_majornews_w2,0.011174285315024735,0.021039336212713613,-0.030062813661893943,0.05241138429194341,0.5953398062313082,0.05894349333244733,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_conservative_seed,Moderates (conservative seed),True,trust_youtube_w2,0.021141010594509735,0.023481151369159195,-0.024882046089042285,0.06716406727806176,0.3679395495118736,0.06578444658010948,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_conservative_seed,Moderates (conservative seed),True,fabricate_majornews_w2,0.017168945120369705,0.019358391853936417,-0.02077350291334567,0.05511139315408508,0.37513309253899196,0.05423418446442676,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_conservative_seed,Moderates (conservative seed),True,fabricate_youtube_w2,-0.002853929229065133,0.01930112485503933,-0.04068413394494222,0.03497627548681195,0.882450602475217,0.054073746086830986,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,trust_majornews_w2,-0.0042366821084233175,0.021284729167764006,-0.04595475127724077,0.03748138706039413,0.8422252215483266,0.059630982607945575,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,trust_youtube_w2,0.017002010880661722,0.025241552768134598,-0.03247143254488209,0.06647545430620554,0.5005832655227427,0.07071636111742435,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,fabricate_majornews_w2,-0.001527348416059171,0.019693082427136722,-0.040125789973247145,0.0370710931411288,0.938179962700108,0.05517184862694649,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,fabricate_youtube_w2,-0.022909788995854052,0.021467662568262037,-0.06498640762964764,0.019166829637939538,0.28589205823850317,0.06014348611867999,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,trust_majornews_w2,-0.003095027854850385,0.022426390629158646,-0.04705075348800133,0.04086069777830056,0.8902338646005115,0.06282944448227805,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,trust_youtube_w2,-0.009160535913587953,0.02373865462069323,-0.05568829897014668,0.03736722714297078,0.6995773107362584,0.06650586388322326,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,fabricate_majornews_w2,-0.020660671295974153,0.018871779278905307,-0.057649358682628556,0.01632801609068025,0.27360781115507127,0.05287089786727171,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),media,Media trust,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,fabricate_youtube_w2,-0.0015983772126593188,0.019465097094800703,-0.039749967518468696,0.03655321309315006,0.9345552338914285,0.054533128289927325,1636,,0.938179962700108,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_liberal,Ideologues (liberal),True,affpol_ft_w2,-0.8207416524972686,1.2169708395656187,-3.206004498045881,1.5645211930513439,0.5000484157180631,3.4094475150015655,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_liberal,Ideologues (liberal),True,affpol_smart_w2,-0.028622367434987417,0.017225667099376663,-0.06238467494976568,0.005139940079790843,0.09659068570316443,0.048259174317748545,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_liberal,Ideologues (liberal),True,affpol_comfort_w2,0.008216359619038827,0.019394634857087492,-0.029797124700852655,0.04622984393893031,0.6718277580460121,0.05433572232631483,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_conservative,Ideologues (conservative),True,affpol_ft_w2,-0.5081892357606677,1.24533214263603,-2.949040235327286,1.932661763805951,0.6832184238527808,3.4889041224500517,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_conservative,Ideologues (conservative),True,affpol_smart_w2,-0.026185092740400262,0.015739134357140434,-0.05703379608039551,0.004663610599594987,0.09617373128616657,0.044094526160858585,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,ideologues_conservative,Ideologues (conservative),True,affpol_comfort_w2,-0.018512580687175373,0.015914455479051726,-0.049704913426116756,0.01267975205176601,0.24472578277370882,0.04458570322442825,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_liberal_seed,Moderates (liberal seed),True,affpol_ft_w2,0.4767674052195545,1.6494673061369989,-2.7561885148089633,3.7097233252480724,0.7725482740449996,4.621123222634034,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_liberal_seed,Moderates (liberal seed),True,affpol_smart_w2,-0.009803998765086086,0.024033121104953894,-0.05690891613079572,0.037300918600623546,0.6833199448848695,0.06733083683275763,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_liberal_seed,Moderates (liberal seed),True,affpol_comfort_w2,-0.008556963909505333,0.027898003338240333,-0.06323705045245638,0.046123122633445715,0.759054095248987,0.07815863376728036,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_conservative_seed,Moderates (conservative seed),True,affpol_ft_w2,2.0440170457317706,1.9416437489547296,-1.7616047022194992,5.84963879368304,0.29246701657195473,5.439680425913017,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_conservative_seed,Moderates (conservative seed),True,affpol_smart_w2,0.026636438531356527,0.020400285463171016,-0.013348120976458662,0.06662099803917171,0.19165817004603025,0.05715313819890478,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_conservative_seed,Moderates (conservative seed),True,affpol_comfort_w2,0.06511277310890001,0.02597862335670415,0.014194671329759878,0.11603087488804015,0.012196819653083946,0.07278132718306664,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,affpol_ft_w2,0.060786579442606126,1.8882682445172887,-3.6402191798112797,3.761792338696492,0.9743191690266568,5.29014440167176,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,affpol_smart_w2,0.028070685484192337,0.0224875561515432,-0.016004924572832334,0.07214629554121701,0.2119298562008134,0.06300080490564877,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_31,Moderates seed contrast (recsys 31),False,affpol_comfort_w2,0.07920909559626982,0.028419366566725703,0.023507137125487444,0.1349110540670522,0.005317352427980371,0.07961927728147261,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,affpol_ft_w2,-1.50646306106961,1.739672183138038,-4.916220540020165,1.9032944178809443,0.38651949408027964,4.8738398726418435,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,affpol_smart_w2,-0.008369751812250276,0.02212656072641461,-0.051737810836022906,0.034998307211522355,0.7052321210303196,0.061989445458802105,1447,,0.1276164582715289,
study2,Study 2 – Minimum Wage (MTurk),affective,Affective polarization,moderates_seed_diff_22,Moderates seed contrast (recsys 22),False,affpol_comfort_w2,0.005539358577864473,0.025179029523506286,-0.04381153928820784,0.05489025644393679,0.825872018208303,0.07054119691948521,1447,,0.1276164582715289,
